id,logFC,p.adjust
ZFAS1,0.677270635,4.79E-09
ELF2,1.630653447,4.88E-09
SYNGR1,-2.733679418,4.89E-09
ARHGAP15,1.039799359,4.90E-09
MOS,0.741483059,4.93E-09
NSRP1,1.205312,4.96E-09
HYAL4,-1.293348712,4.99E-09
ELOA,-2.4834803,5.00E-09
ABHD16B,1.337738759,5.06E-09
KDM7A,3.784613018,5.06E-09
NRBP2,-1.054743459,5.08E-09
FOXO4,2.338789165,5.10E-09
BISPR,1.373071671,5.11E-09
POU5F1P3,2.061166735,5.12E-09
FER,3.669937753,5.12E-09
GPRC5B,4.122968582,5.12E-09
EPC2,2.5265968,5.14E-09
PCAT19,0.565745306,5.18E-09
ALG8,1.546570194,5.22E-09
PHACTR4,1.062040876,5.23E-09
ACSL6,3.027050441,5.26E-09
SYCE1L,1.214921794,5.28E-09
MAGED2,1.347348235,5.28E-09
TPTEP1,1.2206837,5.28E-09
PROS1,1.671528853,5.32E-09
HLTF,1.124916341,5.33E-09
ZNF658,-1.321020982,5.33E-09
SHCBP1,-1.650489647,5.40E-09
ZBED2,0.793015459,5.44E-09
LINC01653,1.675018053,5.44E-09
FADD,1.695597124,5.45E-09
ENPP2,1.170318782,5.46E-09
C18orf21,-1.052887535,5.47E-09
ELOVL3,1.143802612,5.48E-09
BEAN1,2.973629218,5.48E-09
DNAJB11,0.9541599,5.51E-09
FHL1,3.229134035,5.55E-09
MAVS,0.900403559,5.57E-09
CCDC34,0.777519524,5.57E-09
TMEM42,2.743496971,5.60E-09
TMEM220,1.369521365,5.64E-09
EFEMP1,1.095217941,5.66E-09
SIPA1L1,-1.708991329,5.67E-09
RNFT2,2.150063271,5.68E-09
EXOC3,1.017235388,5.75E-09
HADH,3.684100071,5.82E-09
G6PD,2.317552665,5.84E-09
GLUD2,2.084875047,5.84E-09
RPH3AL,1.831960971,5.84E-09
RBMXL1,1.388677571,5.86E-09
TEC,1.791049335,5.87E-09
ADAT1,3.036253365,5.90E-09
SOD1,-1.993046359,5.92E-09
ZFYVE16,-1.597474194,5.93E-09
MBD3,1.697978229,6.01E-09
TMEM98,4.0317972,6.02E-09
PIWIL1,1.929932894,6.03E-09
NMU,0.649587753,6.04E-09
GCC2,1.496136824,6.05E-09
PNP,2.392225924,6.09E-09
SYNPO2,0.855928953,6.09E-09
IL15RA,1.855046312,6.11E-09
NUP133,2.223137641,6.18E-09
SHBG,-3.178447806,6.20E-09
SEC16A,0.855417418,6.21E-09
RPS20,0.7615314,6.21E-09
CH25H,1.921363524,6.23E-09
BHLHE22-AS1,3.271873347,6.24E-09
CDCA4,0.616285465,6.24E-09
VWA1,1.156430282,6.25E-09
TFB2M,1.031165576,6.26E-09
ZNF680,1.147039106,6.27E-09
SPC25,0.998744912,6.27E-09
P2RX7,2.850085765,6.31E-09
LOC105372394,1.494561365,6.32E-09
KYAT3,1.092665141,6.32E-09
ZNF137P,-1.815556724,6.33E-09
OR4F3,1.9388765,6.33E-09
ZNF536,0.759558706,6.38E-09
DCAF13,1.536827506,6.38E-09
ZNF649,3.037205271,6.46E-09
ELMOD3,1.203768418,6.50E-09
RPRM,1.837846018,6.52E-09
AGR2,3.798464776,6.52E-09
NDP,1.095025176,6.53E-09
QKI,0.697371065,6.55E-09
LINC00158,1.533594076,6.56E-09
FMO6P,0.676120476,6.58E-09
TARS1,0.821691676,6.62E-09
EDC4,1.733143765,6.66E-09
RPL9,1.589693188,6.69E-09
NCAPD2,3.141046206,6.72E-09
LINC03024,1.018302024,6.73E-09
BTBD6,1.164922782,6.75E-09
AARS2,2.113760335,6.77E-09
ACYP2,0.778864371,6.77E-09
WSB1,2.239992635,6.86E-09
ZNF84,1.377379659,6.87E-09
SLC22A1,3.9298989,6.91E-09
CDH16,1.594046671,6.93E-09
C20orf144,1.824431347,6.93E-09
NOTUM,0.719022729,6.97E-09
SDC1,-1.165808882,7.07E-09
SIRPB1,2.290239035,7.08E-09
PSG4,1.412690224,7.08E-09
CCDC40,1.305389053,7.08E-09
AXIN2,1.890762771,7.09E-09
NDUFA6,2.3712292,7.10E-09
NYAP2,2.004183118,7.11E-09
TFDP1,1.923667947,7.13E-09
KIAA0040,1.603025824,7.13E-09
NR3C1,-1.815799065,7.16E-09
ETF1,-2.107765524,7.16E-09
FAM118A,5.488012529,7.18E-09
LAMP5,-2.790820571,7.19E-09
EPHA4,1.778788035,7.26E-09
MARCHF5,3.893932776,7.27E-09
LINC01751,1.705690447,7.27E-09
EDNRB-AS1,1.326167182,7.32E-09
GATA2-AS1,1.7697273,7.37E-09
TMEM177,1.760744876,7.38E-09
MAPT,2.258347324,7.42E-09
TACC3,1.917029529,7.45E-09
GTF2A1,0.864531671,7.45E-09
CLPS,1.369126218,7.48E-09
PPM1L,2.222765518,7.49E-09
TRA2B,2.857071771,7.53E-09
NDUFA9,0.321127118,7.58E-09
ACSM2A,1.671632165,7.61E-09
AKIRIN2,1.365330394,7.74E-09
PCNX2,1.126363735,7.75E-09
ANO4,1.759322676,7.76E-09
ELOA2,1.733153594,7.77E-09
SERGEF,0.838023218,7.83E-09
ADGRG3,1.389312176,7.86E-09
HRC,2.524638829,7.86E-09
SSX2IP,-1.860835559,7.92E-09
ZBTB47,1.006703859,8.04E-09
PART1,1.009804471,8.05E-09
PTGER3,0.746647588,8.12E-09
AMER1,1.245712924,8.14E-09
LGALS3BP,1.425440541,8.15E-09
PADI1,1.284132171,8.16E-09
FMO4,1.219970518,8.18E-09
DYNC1H1,1.932403647,8.19E-09
SCRN3,-1.500867441,8.20E-09
SPATS2,1.546677876,8.22E-09
PRPS1L1,1.279052471,8.26E-09
KLK14,1.138652765,8.27E-09
CEBPZOS,0.885980547,8.27E-09
KCNJ4,1.615253894,8.29E-09
DHRS13,1.135570382,8.30E-09
POLA2,1.113776206,8.31E-09
BCO2,1.073427618,8.31E-09
CDX2,1.1549604,8.33E-09
TSACC,0.651187547,8.39E-09
TM4SF4,2.130741782,8.40E-09
ATP2C2-AS1,1.566392106,8.47E-09
CRYBB2P1,0.711199218,8.50E-09
NXNL1,-1.266962953,8.53E-09
SMN1,2.311943559,8.58E-09
PTGR1,-1.500538588,8.63E-09
ZDHHC19,-1.053560012,8.67E-09
PICK1,-1.495324841,8.67E-09
EML1,1.425604259,8.68E-09
HTN3,3.4031612,8.71E-09
TRPM8,1.272195276,8.74E-09
MRPL30,-1.425245406,8.75E-09
GINS1,4.569072859,8.80E-09
RPS8,3.160823988,8.87E-09
SMIM10L1,1.861612541,8.88E-09
PYCARD,4.565835759,8.92E-09
ACIN1,-1.197635512,8.93E-09
CHEK2,3.008533682,8.96E-09
ZNF558,0.620778435,8.98E-09
NTAQ1,1.556440547,9.12E-09
JMJD4,-1.814226135,9.20E-09
IBSP,1.307464871,9.29E-09
MOK,0.518155829,9.37E-09
RNF31,3.726188553,9.38E-09
SMIM11,1.371979359,9.39E-09
NECTIN1,2.742056024,9.41E-09
UBE2V2,1.249009747,9.41E-09
SIPA1L3,0.581212294,9.43E-09
MTRES1,0.897379771,9.43E-09
YJEFN3,0.881011735,9.46E-09
GUK1,1.367190465,9.47E-09
GRAMD1C,-1.608245594,9.49E-09
HK3,1.300398271,9.49E-09
ZBTB7B,-1.702086118,9.50E-09
TP53BP2,0.830383376,9.64E-09
FZD3,-2.059618394,9.66E-09
CFAP70,0.831993971,9.70E-09
UTP4,1.238461629,9.79E-09
ALOXE3,0.801878447,9.82E-09
LYN,1.398816835,9.84E-09
RHNO1,-1.521225259,9.88E-09
C2CD3,1.683287324,9.89E-09
ZNF431,1.7762849,9.91E-09
MIR29B2CHG,0.848741047,9.92E-09
ANKRD7,1.278269412,1.00E-08
VGLL4,-1.592350394,1.02E-08
TMEM235,1.167961329,1.02E-08
CLDN2,0.891686241,1.03E-08
WNT7B,1.148280994,1.03E-08
PERM1,-1.104459482,1.04E-08
LINC01503,1.2267833,1.04E-08
ETFDH,-1.558415547,1.04E-08
PCED1A,1.011376476,1.05E-08
ROM1,3.775704529,1.06E-08
CAPRIN1,1.474611,1.06E-08
SH3GL1P2,4.343505841,1.06E-08
WDR43,-2.004329671,1.07E-08
TMEM63C,1.361352376,1.07E-08
DPYSL5,1.229698512,1.08E-08
TMEM185B,3.099959065,1.08E-08
ASIC1,0.668280929,1.08E-08
SLC25A33,1.886767929,1.08E-08
EPHA8,0.776714041,1.08E-08
NLE1,-2.044964165,1.10E-08
DDX10,1.627131241,1.10E-08
FIGNL1,1.031676618,1.10E-08
ALCAM,-2.003772406,1.11E-08
CDKN2B,1.546922735,1.11E-08
JAM2,1.606781924,1.11E-08
OVOL3,-1.378353806,1.11E-08
FNDC10,0.889322318,1.11E-08
RNFT1,3.081697171,1.12E-08
SPINK5,0.744701918,1.12E-08
LINC00526,2.086152535,1.12E-08
LINC01191,0.859811129,1.13E-08
CCDC169,1.053989029,1.13E-08
SH3BP5,1.465933435,1.14E-08
ALDH1L1,1.395871171,1.14E-08
H4C2,1.765878841,1.14E-08
RNF170,-1.703537688,1.14E-08
FUT4,1.671661141,1.16E-08
ELP6,1.182478059,1.17E-08
LOC389834,1.137062971,1.18E-08
FBLN1,3.920147682,1.18E-08
SHANK1,-1.184602894,1.19E-08
LINC01970,3.997981324,1.19E-08
PAX8-AS1,1.560617247,1.20E-08
CD3D,1.223672,1.21E-08
UBQLN1,2.739390471,1.21E-08
NELFE,1.874272565,1.21E-08
CYTH4,1.021751712,1.21E-08
LINC01504,1.792681947,1.22E-08
KIF25,-2.721642971,1.22E-08
GRID2,-1.158604188,1.23E-08
MYCL,1.506506365,1.23E-08
CALML5,-1.219015788,1.23E-08
MCU,1.156678759,1.25E-08
TECR,1.373014088,1.25E-08
PPP2R2D,-1.977896088,1.25E-08
CCDC18,1.104209247,1.25E-08
WBP1,1.606047365,1.26E-08
ROPN1L,1.409171659,1.26E-08
LINC00901,1.646375594,1.27E-08
C19orf25,6.090292712,1.28E-08
ADARB2,1.269475818,1.28E-08
CCDC157,1.156209647,1.28E-08
CYP4F11,1.019665029,1.29E-08
LINC02256,1.075350465,1.29E-08
IGLJ3,0.828355224,1.31E-08
PTGIS,1.450472559,1.31E-08
STX3,1.328313635,1.31E-08
GNG8,1.250945535,1.31E-08
B3GAT1,1.223261653,1.31E-08
PLA2G2A,1.168440994,1.31E-08
PPP1R16B,0.923342612,1.31E-08
LEPR,1.037441853,1.32E-08
TMEM39B,1.076598829,1.32E-08
WDR55,-1.285614418,1.34E-08
TTF1,3.933711224,1.34E-08
TSPAN6,1.554628159,1.35E-08
ARHGAP18,1.691854712,1.35E-08
IQSEC1,-1.942277924,1.35E-08
TMEM9B,0.693961306,1.36E-08
RASSF9,2.990288318,1.36E-08
DHX38,0.989825041,1.36E-08
LINC02318,2.825105065,1.37E-08
CEP95,1.650185976,1.39E-08
ZFP90,-1.680328229,1.43E-08
TOLLIP,1.397759318,1.44E-08
DPEP3,0.992342253,1.44E-08
MCCC2,1.636629512,1.44E-08
FAHD1,1.301060106,1.45E-08
ADAM18,0.886364041,1.45E-08
GAS8,1.6383059,1.46E-08
DIP2B,0.882938135,1.46E-08
GPT,1.804306494,1.48E-08
WIPF2,0.741548935,1.48E-08
GNG7,2.972795547,1.49E-08
DNAJC17,0.7881112,1.51E-08
DHPS,5.345898412,1.53E-08
PKN2,2.317478659,1.53E-08
ERLEC1,1.934793876,1.54E-08
GDAP1,3.586465641,1.54E-08
ARL3,1.043096282,1.54E-08
VASN,-1.327898624,1.55E-08
HEATR5B,0.992002306,1.55E-08
MIF4GD,0.756933865,1.55E-08
MTNR1A,2.144160312,1.56E-08
LCN8,0.627535424,1.56E-08
HOXB3,3.541912782,1.56E-08
EFNA5,1.107469024,1.57E-08
ADAMTSL4,1.002897194,1.58E-08
GPAT3,3.677297859,1.58E-08
LOC101926907,0.483834965,1.59E-08
PCDHA2,-1.144039006,1.59E-08
COPS7A,0.850816147,1.61E-08
ICAM5,1.517196929,1.61E-08
FIZ1,1.645093418,1.61E-08
PDE1B,2.648188912,1.63E-08
TNIP3,1.907317288,1.63E-08
GAB2,3.174285118,1.66E-08
SIT1,0.923853488,1.66E-08
ERMARD,1.549381412,1.67E-08
SNCAIP,-0.604985735,1.67E-08
ARMC2,1.355199529,1.68E-08
KIR2DL5A,1.780837829,1.69E-08
MSX1,1.683631641,1.70E-08
ULBP3,1.3715183,1.71E-08
DHX32,-0.999162788,1.71E-08
UMAD1,1.376131729,1.71E-08
BMS1,3.761456947,1.72E-08
ZFP69,-1.587862318,1.72E-08
LOC100286922,1.454076141,1.74E-08
FAIM2,-1.625566347,1.74E-08
ADAM28,1.288874165,1.75E-08
ZNF394,1.703316624,1.77E-08
MAPKAPK5,0.798574265,1.77E-08
DVL1,1.091249659,1.78E-08
PCSK7,1.826692459,1.78E-08
TSPAN1,2.4167727,1.79E-08
NLGN1,1.309331118,1.80E-08
SOX7,1.115132347,1.80E-08
PCDHA6,1.156892682,1.80E-08
BLM,0.990380829,1.81E-08
OR13C4,1.147835612,1.82E-08
PSORS1C2,1.043089418,1.83E-08
PRR36,1.229479318,1.83E-08
HLA-DRB5,0.893203159,1.84E-08
MST1,-1.874644353,1.85E-08
CREB3L1,0.875104335,1.85E-08
HNRNPM,0.724992471,1.86E-08
TEAD4,1.836416112,1.86E-08
CYSLTR2,1.450620971,1.87E-08
NME6,-1.406300771,1.88E-08
ST6GALNAC5,0.620520835,1.88E-08
HLA-DRB6,1.082412271,1.88E-08
ARIH2,2.627353888,1.89E-08
MDH2,0.872309529,1.90E-08
HEXA-AS1,-2.192031094,1.90E-08
OR7E37P,2.282131882,1.90E-08
EID3,1.266091476,1.90E-08
MARCHF8,1.579909106,1.91E-08
AIFM2,2.588144518,1.92E-08
AP3D1,0.982539753,1.93E-08
CTSV,1.237165835,1.93E-08
SCG2,6.076469653,1.93E-08
IL2RA,4.064877318,1.94E-08
STATH,1.8118071,1.94E-08
PDE4C,-1.294434712,1.94E-08
CD59,1.390221524,1.94E-08
PNMA3,-1.868612718,1.94E-08
YJU2B,0.975133941,1.95E-08
HMGXB3,1.0594914,1.95E-08
CASZ1,1.103615271,1.96E-08
LINC01116,2.574686371,1.97E-08
CPNE5,1.541908741,1.98E-08
ZBTB37,1.790243559,1.98E-08
TRPC3,1.005468124,1.98E-08
APOC1,1.2720097,1.98E-08
SLC1A1,0.713511224,2.00E-08
NAPA,1.490091294,2.00E-08
MORC2,1.398363094,2.01E-08
TICAM2,1.704220529,2.01E-08
CFAP36,2.341346641,2.01E-08
KIZ,1.368116047,2.02E-08
ZBTB6,1.007888559,2.02E-08
INO80B,-1.652262265,2.03E-08
FOXF2,0.994110812,2.03E-08
LINC01734,2.811109065,2.04E-08
NACA2,1.417552288,2.04E-08
AFTPH,1.952230194,2.04E-08
PHF3,1.591578629,2.07E-08
NPHS2,3.272503806,2.07E-08
MYCN,1.610165665,2.07E-08
PEX10,3.489619812,2.07E-08
CACNG4,2.005202647,2.09E-08
DDX19A,1.011187824,2.11E-08
PCOLCE,1.448821412,2.12E-08
THNSL1,0.848770453,2.13E-08
RNASEL,0.820857259,2.13E-08
SIRT5,1.290295159,2.13E-08
BOLA2-SMG1P6,0.940648,2.14E-08
DEFA4,1.331052318,2.14E-08
PDXK,1.116328006,2.16E-08
EIF4E,1.318756688,2.16E-08
TPSD1,1.033390612,2.17E-08
MAP3K8,0.899926582,2.22E-08
BLOC1S5,1.858750382,2.23E-08
UBE3D,1.290480918,2.24E-08
ZDHHC3,1.356614188,2.24E-08
SEMA3F,0.973584865,2.24E-08
SSR2,5.203641724,2.26E-08
RPS27A,1.109016235,2.26E-08
AIMP2,1.727873747,2.27E-08
CHRDL1,-0.880600353,2.28E-08
APEX1,3.573758776,2.28E-08
PANK2,4.565865929,2.29E-08
HOXA1,1.072160694,2.32E-08
PTRHD1,2.721038376,2.33E-08
GRSF1,1.191538194,2.33E-08
CD1D,1.136027947,2.35E-08
RPS6KL1,1.863182247,2.37E-08
NMNAT1,1.078055541,2.38E-08
KRT84,3.016162029,2.38E-08
CHML,-2.197189088,2.39E-08
ITGA6,2.891592276,2.39E-08
UBL7,1.791041524,2.41E-08
FANCD2OS,1.571009412,2.44E-08
H2AC13,1.345526753,2.45E-08
EIF2B2,2.731221647,2.45E-08
PASK,1.158671041,2.45E-08
ADGRB2,-1.057697171,2.45E-08
TRPM5,1.861249006,2.46E-08
TBX2,1.801434341,2.47E-08
H1-9P,0.863363994,2.47E-08
LOC101927358,0.835437159,2.47E-08
TRGV7,2.154857229,2.48E-08
HACD1,3.956755188,2.49E-08
LOC101927131,-1.200632924,2.49E-08
PIMREG,1.100371029,2.49E-08
FGF18,2.675080824,2.50E-08
SPATA2L,1.721510141,2.50E-08
SH3BP5L,-1.296492735,2.50E-08
TMEM161B,0.478311012,2.51E-08
ANKRD33B,1.558948571,2.52E-08
RAP1GAP,1.371188329,2.52E-08
RELL2,1.235999765,2.52E-08
WDR45B,1.466882688,2.54E-08
CAPN6,1.101011235,2.56E-08
LOC157273,-0.744466,2.57E-08
FATE1,1.257061282,2.58E-08
LINC01119,1.254726118,2.59E-08
POMT1,0.826900447,2.59E-08
FAM156A,0.769511276,2.60E-08
HLA-A,1.480210735,2.60E-08
INTS11,1.109267882,2.61E-08
SAMD4B,0.730747429,2.61E-08
RMC1,1.028626206,2.61E-08
LINC02076,1.108448512,2.66E-08
LRRC40,0.788477753,2.66E-08
MAB21L2,2.027391153,2.67E-08
ATP11B,0.720671694,2.69E-08
ZSCAN29,1.559844282,2.69E-08
AMOTL1,1.583609882,2.72E-08
AQP4,1.106563647,2.74E-08
NFXL1,-2.211613418,2.75E-08
PLVAP,3.745411782,2.77E-08
RIMKLB,0.874721441,2.79E-08
FAM9A,0.471517888,2.81E-08
MSTN,1.406664294,2.82E-08
GRAP2,0.5877816,2.84E-08
SLC5A7,-1.345356035,2.84E-08
LINC00661,1.838768559,2.84E-08
SETBP1,1.112198176,2.84E-08
IFNG,1.431954776,2.85E-08
MRAS,4.540706765,2.85E-08
OAF,2.531250388,2.86E-08
MAP2K3,1.349763288,2.87E-08
LNCAROD,0.783369553,2.87E-08
ZNF611,0.801763047,2.87E-08
HCRTR1,1.259848776,2.87E-08
ZIC1,1.096904976,2.88E-08
BPIFB2,0.757904824,2.88E-08
CCDC121,-1.376162612,2.90E-08
GPR22,1.306187465,2.92E-08
SRRT,3.678411724,2.94E-08
MBNL1-AS1,1.907822376,2.95E-08
SULF1,1.985996035,2.95E-08
KAT8,1.054920088,2.95E-08
SMTN,2.001383453,2.96E-08
NOCT,0.913536147,2.96E-08
ABCB1,0.854754088,2.97E-08
VHRT,1.749711359,2.98E-08
MDM1,1.319213118,2.98E-08
ADGRB3-DT,2.906011471,2.99E-08
SAMM50,0.836879712,3.00E-08
H2AC15,1.955880812,3.01E-08
NPY4R,1.339361847,3.01E-08
NCEH1,1.512030418,3.03E-08
ANK1,0.748021906,3.03E-08
PCOTH,1.858876218,3.06E-08
NTSR2,1.952394947,3.07E-08
LETMD1,2.406041706,3.08E-08
CIMIP2B,0.882711212,3.08E-08
CHCHD6,-2.581089859,3.08E-08
CHRNA10,1.127604935,3.09E-08
PNOC,-0.822923018,3.09E-08
TASOR2,0.585353035,3.10E-08
PRB1,0.938381141,3.10E-08
ADGRL2,1.147752459,3.11E-08
DLAT,1.395294194,3.11E-08
EIF3J-DT,1.553667553,3.12E-08
ZNF697,1.507576824,3.18E-08
SARS2,0.739718106,3.18E-08
RNF207,0.949785935,3.19E-08
CRYBG1,1.106889618,3.20E-08
LCMT1,1.097469188,3.22E-08
THG1L,-2.048398341,3.23E-08
LONRF2,1.453468735,3.26E-08
HACL1,2.871811741,3.26E-08
CXADR,-1.416910224,3.27E-08
IGHV1-69,0.476048271,3.28E-08
JCHAIN,1.248047376,3.30E-08
RAB24,1.7161413,3.31E-08
MAGT1,2.286052206,3.31E-08
SRP14,1.999569976,3.31E-08
NFRKB,1.345581853,3.32E-08
SNX13,1.271513171,3.33E-08
C20orf203,1.087866529,3.33E-08
TWF2,1.840621871,3.33E-08
TGM4,2.077278035,3.37E-08
MCM8-AS1,2.215581188,3.38E-08
EPPIN,1.169380906,3.39E-08
THOP1,1.3583518,3.39E-08
HBS1L,1.397672388,3.41E-08
GRM8-AS1,1.600641547,3.42E-08
KRTAP9-2,2.690161382,3.42E-08
PMS2P5,-1.385829724,3.43E-08
RHOD,1.102960506,3.43E-08
TCTN3,-1.073585618,3.45E-08
BLVRB,0.704375318,3.46E-08
TXNDC5,2.935599582,3.46E-08
ARID4B,0.982722524,3.49E-08
EVA1A-AS,1.919944347,3.50E-08
NOP14,1.763058671,3.52E-08
OVOL1,1.493216935,3.53E-08
SWI5,1.2968692,3.53E-08
DUSP21,3.404900129,3.55E-08
RBBP8,1.6890858,3.55E-08
LINC00896,-1.133161088,3.56E-08
PPP6R1,1.184242853,3.57E-08
TMEM14C,0.848856276,3.59E-08
MEX3C,0.869795312,3.60E-08
ERVK3-2,2.711694882,3.61E-08
TMEM14B,1.6498515,3.62E-08
SEC31A,-1.538085335,3.62E-08
EMC8,1.554383576,3.63E-08
MANSC1,2.153820565,3.64E-08
OR3A2,2.004749271,3.67E-08
MYO15B,1.321351753,3.73E-08
ATXN1-AS1,-1.209305624,3.75E-08
KIAA0319,1.2222928,3.77E-08
TRIM6,2.748517512,3.77E-08
CDKN3,1.0758089,3.77E-08
EPHA3,1.055905718,3.78E-08
CST9,0.8760354,3.78E-08
COIL,0.684416865,3.79E-08
NDUFB2,0.793144535,3.83E-08
CLUAP1,1.057112365,3.84E-08
LMTK2,3.729784165,3.85E-08
SLC5A2,3.1369456,3.85E-08
NUTF2,0.7980701,3.86E-08
ZNF287,0.766047447,3.86E-08
C9orf40,1.399691224,3.87E-08
MLNR,2.039577929,3.88E-08
ACTL6A,0.789504465,3.88E-08
GSDMB,0.800086376,3.89E-08
APOBR,2.562992441,3.91E-08
PITPNC1,0.768441012,3.94E-08
ELAPOR1,1.134898894,3.94E-08
TOMM7,2.142266694,3.95E-08
DDIT3,2.054832006,3.98E-08
ZSWIM7,1.130083818,3.99E-08
DDHD2,1.617371529,3.99E-08
LOC101926944,1.401564665,4.03E-08
ATCAY,1.048593688,4.04E-08
SERF1B,1.334514035,4.05E-08
SFRP1,3.152045947,4.06E-08
LINC01300,1.604746024,4.07E-08
HS6ST3,2.3892912,4.07E-08
RAD23B,-2.087267994,4.07E-08
UGT1A10,2.084839959,4.09E-08
DCLRE1A,1.725618659,4.11E-08
IWS1,0.795172076,4.14E-08
CPSF6,2.012319894,4.14E-08
ERN1,2.311172694,4.15E-08
FAM78A,0.565301665,4.16E-08
SOX9,2.629074506,4.17E-08
GBP1,4.160611753,4.17E-08
NSF,1.464464382,4.20E-08
P4HB,1.753081341,4.22E-08
LY6G5C,1.375297594,4.22E-08
CASP8,1.564986476,4.22E-08
FXYD3,1.2198687,4.24E-08
MKRN3,-1.714768824,4.36E-08
ADIG,0.741990435,4.36E-08
CYP2U1,1.281962729,4.36E-08
ZNHIT1,-2.781462382,4.38E-08
CHCHD2,1.130556682,4.40E-08
POLR1F,1.383911347,4.40E-08
ZNF594-DT,0.763091647,4.40E-08
LOC100288069,1.313660994,4.41E-08
ZNF775,1.025642171,4.42E-08
FBXO38,-1.606560365,4.42E-08
HECA,1.499269576,4.44E-08
RUBCN,0.9091405,4.46E-08
HMGB2,3.970110529,4.48E-08
THOC3,1.357932135,4.51E-08
SURF6,5.027116359,4.53E-08
HERC2P3,2.583501406,4.54E-08
MYOM2,0.718904235,4.54E-08
WDR19,0.945676094,4.55E-08
PBK,-1.085242771,4.59E-08
ESAM,1.473566271,4.61E-08
EVL,2.435700606,4.63E-08
DLX6,-1.278633959,4.65E-08
FRMD4A,-1.335242976,4.66E-08
IRAG1,2.181602959,4.66E-08
DBH,1.453662165,4.66E-08
OTC,3.091245524,4.67E-08
SCT,1.740165647,4.69E-08
CCNI,0.782191006,4.70E-08
EIF2AK3-AS1,1.204858665,4.71E-08
ALOX5,-1.488304682,4.73E-08
DCP1A,1.512403741,4.76E-08
EBPL,-1.196678288,4.79E-08
COPE,1.083116588,4.83E-08
GSTCD,-1.262621729,4.84E-08
TSTD2,0.417808371,4.86E-08
TAF10,0.888259024,4.88E-08
TIGAR,-1.161076941,4.89E-08
IRGC,1.305262518,4.91E-08
CD2AP,0.896508876,4.91E-08
TM6SF1,-0.830165418,4.92E-08
COL19A1,6.103580188,4.96E-08
EEF1B2,1.180628824,4.98E-08
IFNAR2,0.836975047,5.00E-08
RNF125,1.901493429,5.06E-08
CMC2,1.376369029,5.06E-08
HDGF,1.221033194,5.08E-08
MLX,0.987147376,5.10E-08
CENPK,1.020474076,5.15E-08
P2RY11,1.214551212,5.17E-08
MECR,0.666323888,5.18E-08
HSFY1,1.7194977,5.20E-08
ZNF236,2.087206282,5.22E-08
EFCAB5,1.2438271,5.23E-08
ADAM15,1.193677347,5.25E-08
N4BP3,0.756509794,5.25E-08
PTPRK,0.868188676,5.25E-08
GOLGA2P5,1.218273076,5.28E-08
BRINP1,-2.085396124,5.28E-08
GABPB1,1.851773618,5.32E-08
BCAT2,1.371762482,5.39E-08
HOXD11,1.041646194,5.43E-08
NCAM2,-0.778408088,5.43E-08
TADA2A,1.006712029,5.44E-08
MRGBP,-1.613609353,5.45E-08
PTPN1,0.929156876,5.47E-08
CWC25,1.102333188,5.50E-08
OR6A2,1.337957659,5.52E-08
PTPN9,1.952755065,5.52E-08
OSCP1,1.973502782,5.54E-08
FRRS1,1.612763994,5.56E-08
PFN1,2.223164406,5.56E-08
LINC02016,1.286876606,5.57E-08
DEAF1,3.910142729,5.59E-08
AMPH,1.113753235,5.60E-08
ABR,-0.785180176,5.62E-08
SLC34A3,2.791910071,5.64E-08
LINC00954,1.579885029,5.65E-08
TMEM184B,-1.284786718,5.66E-08
MGAM2,1.177174029,5.67E-08
NOXA1,1.787263912,5.68E-08
CSK,1.887672865,5.70E-08
TTBK2,0.817606871,5.70E-08
CNPPD1,0.589351324,5.70E-08
FERMT1,0.788796488,5.71E-08
ST6GALNAC2,0.696769065,5.75E-08
LRRC8D,1.072859606,5.77E-08
CCIN,-1.195410071,5.77E-08
SPG7,-2.107600159,5.84E-08
CWF19L1,-1.266317324,5.89E-08
GPATCH3,1.345166388,5.90E-08
SNRPB,-1.241764941,5.93E-08
INAVA,1.447340412,5.95E-08
H2AC18,1.403906624,5.97E-08
LINC01004,1.028946518,6.00E-08
PGRMC2,4.221721335,6.01E-08
NCKAP1,3.223976512,6.01E-08
CDK1,1.714791118,6.03E-08
SOST,1.2098582,6.04E-08
EFR3A,-0.9172199,6.05E-08
ERO1A,-1.480404318,6.05E-08
BCKDHA,2.124365718,6.06E-08
SLC9A6,1.4733928,6.07E-08
ABCC3,0.9165136,6.08E-08
KCNH3,2.264793329,6.11E-08
TRIL,1.143107094,6.11E-08
PSMD14,1.770466612,6.11E-08
ETV5,3.924770671,6.13E-08
KIF21B,0.940304194,6.15E-08
FSAF1,0.9392506,6.23E-08
RAMP2-AS1,-1.048765041,6.29E-08
EFCAB6,-1.130904629,6.34E-08
PTPN22,-1.309076512,6.35E-08
OMP,1.798158076,6.37E-08
AMZ2P1,1.178031065,6.37E-08
COL4A4,1.356435259,6.39E-08
EMID1,-0.856092294,6.39E-08
TCEAL3,2.023364453,6.43E-08
BDH1,3.783748747,6.43E-08
ZBED5-AS1,1.346719418,6.47E-08
CELA3A,3.265710106,6.51E-08
MTMR3,1.250952641,6.53E-08
DZIP3,-1.3026094,6.56E-08
PCDH10,1.384540041,6.59E-08
KLHL32,2.091727429,6.60E-08
POLN,1.144166218,6.60E-08
FAM174A,0.948568706,6.61E-08
MSC,0.8824727,6.61E-08
GPR161,2.023769047,6.68E-08
